timestamp,station_id,cycle_id,boot_id,software_version,config_id,snow_depth_cm,distance_raw_cm,temperature_c,sensor_height_cm,selected_ultrasonic_id,quality_flag,lora_tx_success,lora_rssi,error_flags
2026-03-11T22:33:00Z,DAVIES-01,1,68c747c0-9009-47c7-88c2-8e356124a00a,unknown,369c051b,0.2,4.9,23.38,5.08,default,256,False,,lora_ack_timeout
2026-03-11T22:45:03Z,DAVIES-01,2,dd31e5d8-e3d4-4c03-a2bb-770f34a6ffc8,unknown,369c051b,0.2,4.9,23.06,5.08,default,256,False,,lora_ack_timeout
